uniprot_id,gene,description,in_hpa_muscle,in_blood_blacklist,reason
Q9UHA4,LAMTOR3,Ragulator complex protein LAMTOR3,TRUE,FALSE,Missingness
Q9Y3B8,REXO2,"Oligoribonuclease, mitochondrial",TRUE,FALSE,Missingness
P09668,CTSH,Pro-cathepsin H,TRUE,FALSE,Missingness
P23229,ITGA6,Integrin alpha-6,TRUE,FALSE,Missingness
P55039,DRG2,Developmentally-regulated GTP-binding protein 2,TRUE,FALSE,Missingness
O75636,FCN3,Ficolin-3,TRUE,FALSE,Missingness
Q9H4B7,TUBB1,Tubulin beta-1 chain,FALSE,FALSE,Contaminant
Q9H5X1,CIAO2A,Cytosolic iron-sulfur assembly component 2A,TRUE,FALSE,Missingness
P01717,IGLV3-25,Immunoglobulin lambda variable 3-25,FALSE,FALSE,Contaminant
Q6FI81,CIAPIN1,Anamorsin,TRUE,FALSE,Missingness
P01111,NRAS,GTPase NRas,TRUE,FALSE,Missingness
P07360,C8G,Complement component C8 gamma chain,TRUE,TRUE,Contaminant
Q6IQ22,RAB12,Ras-related protein Rab-12,FALSE,FALSE,Contaminant
Q9UEY8,ADD3,Gamma-adducin,TRUE,FALSE,Missingness
Q14982,OPCML,Opioid-binding protein/cell adhesion molecule,FALSE,FALSE,Contaminant
P12829,MYL4,Myosin light chain 4,TRUE,FALSE,Missingness
Q96DH6,MSI2,RNA-binding protein Musashi homolog 2,TRUE,FALSE,Missingness
Q99747,NAPG,Gamma-soluble NSF attachment protein,TRUE,FALSE,Missingness
Q9BRQ8,AIFM2,Ferroptosis suppressor protein 1,TRUE,FALSE,Missingness
P07358,C8B,Complement component C8 beta chain,FALSE,TRUE,Contaminant
P01714,IGLV3-19,Immunoglobulin lambda variable 3-19,FALSE,FALSE,Contaminant
Q5T440,IBA57,"Putative transferase CAF17, mitochondrial",TRUE,FALSE,Missingness
Q4V9L6,TMEM119,Transmembrane protein 119,TRUE,FALSE,Missingness
Q9UBX5,FBLN5,Fibulin-5,TRUE,FALSE,Missingness
P61952,GNG11,Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-11,TRUE,FALSE,Missingness
P98082,DAB2,Disabled homolog 2,TRUE,FALSE,Missingness
Q5TFE4,NT5DC1,5'-nucleotidase domain-containing protein 1,TRUE,FALSE,Missingness
Q96D15,RCN3,Reticulocalbin-3,TRUE,FALSE,Missingness
P61421,ATP6V0D1,V-type proton ATPase subunit d 1,TRUE,FALSE,Missingness
P53634,CTSC,Dipeptidyl peptidase 1,TRUE,FALSE,Missingness
P34913,EPHX2,Bifunctional epoxide hydrolase 2,TRUE,FALSE,Missingness
P06756,ITGAV,Integrin alpha-V,TRUE,FALSE,Missingness
P08246,ELANE,Neutrophil elastase,TRUE,FALSE,Missingness
Q9HCU0,CD248,Endosialin,TRUE,FALSE,Missingness
Q86V81,ALYREF,THO complex subunit 4,FALSE,FALSE,Contaminant
P58005,SESN3,Sestrin-3,TRUE,FALSE,Missingness
Q709C8,VPS13C,Vacuolar protein sorting-associated protein 13C,TRUE,FALSE,Missingness
O43301,HSPA12A,Heat shock 70 kDa protein 12A,TRUE,FALSE,Missingness
O75367,MACROH2A1,Core histone macro-H2A.1,TRUE,FALSE,Missingness
P61254,RPL26,60S ribosomal protein L26,TRUE,FALSE,Missingness
Q9H0Z9,RBM38,RNA-binding protein 38,TRUE,FALSE,Missingness
P05543,SERPINA7,Thyroxine-binding globulin,FALSE,FALSE,Contaminant
Q92522,H1FX,Histone H1x,TRUE,FALSE,Missingness
Q92781,RDH5,Retinol dehydrogenase 5,TRUE,FALSE,Missingness
P36405,ARL3,ADP-ribosylation factor-like protein 3,TRUE,FALSE,Missingness
Q96S97,MYADM,Myeloid-associated differentiation marker,TRUE,FALSE,Missingness
P02461,COL3A1,Collagen alpha-1(III) chain,TRUE,FALSE,Missingness
Q86U28,ISCA2,"Iron-sulfur cluster assembly 2 homolog, mitochondrial",TRUE,FALSE,Missingness
P05107,ITGB2,Integrin beta-2,TRUE,FALSE,Missingness
Q15208,STK38,Serine/threonine-protein kinase 38,TRUE,FALSE,Missingness
Q14520,HABP2,Hyaluronan-binding protein 2,FALSE,FALSE,Contaminant
Q6UW78,UQCC3,Ubiquinol-cytochrome-c reductase complex assembly factor 3,TRUE,FALSE,Missingness
A0A0B4J2F0,PIGBOS1,Protein PIGBOS1,TRUE,FALSE,Missingness
P54868,HMGCS2,"Hydroxymethylglutaryl-CoA synthase, mitochondrial",TRUE,FALSE,Missingness
Q969L2,MAL2,Protein MAL2,FALSE,FALSE,Contaminant
Q96CB9,NSUN4,5-methylcytosine rRNA methyltransferase NSUN4,TRUE,FALSE,Missingness
Q9UKL6,PCTP,Phosphatidylcholine transfer protein,TRUE,FALSE,Missingness
Q92599,SEPTIN8,Septin-8,TRUE,FALSE,Missingness
Q9Y3D2,MSRB2,"Methionine-R-sulfoxide reductase B2, mitochondrial",TRUE,FALSE,Missingness
Q92954,PRG4,Proteoglycan 4,TRUE,FALSE,Missingness
P42773,CDKN2C,Cyclin-dependent kinase 4 inhibitor C,TRUE,FALSE,Missingness
Q8NI37,PPTC7,Protein phosphatase PTC7 homolog,TRUE,FALSE,Missingness
P50851,LRBA,Lipopolysaccharide-responsive and beige-like anchor protein,TRUE,FALSE,Missingness
Q9BZV1,UBXN6,UBX domain-containing protein 6,TRUE,FALSE,Missingness
Q9Y240,CLEC11A,C-type lectin domain family 11 member A,TRUE,FALSE,Missingness
P07196,NEFL,Neurofilament light polypeptide,FALSE,FALSE,Contaminant
P63096,GNAI1,Guanine nucleotide-binding protein G(i) subunit alpha-1,TRUE,FALSE,Missingness
P00156,MT-CYB,Cytochrome b,TRUE,FALSE,Missingness
P54105,CLNS1A,Methylosome subunit pICln,TRUE,FALSE,Missingness
Q86VB7,CD163,Scavenger receptor cysteine-rich type 1 protein M130,TRUE,FALSE,Missingness
Q02818,NUCB1,Nucleobindin-1,TRUE,FALSE,Missingness
Q8N5M1,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,TRUE,FALSE,Missingness
Q9BUB7,TMEM70,"Transmembrane protein 70, mitochondrial",TRUE,FALSE,Missingness
P16112,ACAN,Aggrecan core protein,FALSE,FALSE,Contaminant
P61764,STXBP1,Syntaxin-binding protein 1,TRUE,FALSE,Missingness
Q9UHB6,LIMA1,LIM domain and actin-binding protein 1,TRUE,FALSE,Missingness
Q9NVH1,DNAJC11,DnaJ homolog subfamily C member 11,TRUE,FALSE,Missingness
P30519,HMOX2,Heme oxygenase 2,TRUE,FALSE,Missingness
Q10588,BST1,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 2,TRUE,FALSE,Missingness
P0DN76,U2AF1L5,Splicing factor U2AF 35 kDa subunit-like protein,FALSE,FALSE,Contaminant
Q96GZ6,SLC41A3,Solute carrier family 41 member 3,TRUE,FALSE,Missingness
P48509,CD151,CD151 antigen,TRUE,FALSE,Missingness
Q9UIL1,SCOC,Short coiled-coil protein,TRUE,FALSE,Missingness
Q9P0P8,MTRES1,Mitochondrial transcription rescue factor 1,TRUE,FALSE,Missingness
Q8IXS6,PALM2,Paralemmin-2,FALSE,FALSE,Contaminant
Q16270,IGFBP7,Insulin-like growth factor-binding protein 7,TRUE,FALSE,Missingness
Q9Y3E7,CHMP3,Charged multivesicular body protein 3,TRUE,FALSE,Missingness
Q9UJ68,MSRA,Mitochondrial peptide methionine sulfoxide reductase,TRUE,FALSE,Missingness
Q9NWU1,OXSM,"3-oxoacyl-[acyl-carrier-protein] synthase, mitochondrial",TRUE,FALSE,Missingness
Q96JJ7,TMX3,Protein disulfide-isomerase TMX3,TRUE,FALSE,Missingness
Q9BXD5,NPL,N-acetylneuraminate lyase,TRUE,FALSE,Missingness
O60826,CCDC22,Coiled-coil domain-containing protein 22,TRUE,FALSE,Missingness
P52597,HNRNPF,Heterogeneous nuclear ribonucleoprotein F,TRUE,FALSE,Missingness
P16401,H1-5,Histone H1.5,FALSE,FALSE,Contaminant
P05160,F13B,Coagulation factor XIII B chain,FALSE,TRUE,Contaminant
P28907,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,TRUE,FALSE,Missingness
A0A0C4DH29,IGHV1-3,Immunoglobulin heavy variable 1-3,FALSE,FALSE,Contaminant
Q5HYK7,SH3D19,SH3 domain-containing protein 19,TRUE,FALSE,Missingness
Q12846,STX4,Syntaxin-4,TRUE,FALSE,Missingness
Q14139,UBE4A,Ubiquitin conjugation factor E4 A,TRUE,FALSE,Missingness
Q8WUD1,RAB2B,Ras-related protein Rab-2B,TRUE,FALSE,Missingness
Q9NZP8,C1RL,Complement C1r subcomponent-like protein,TRUE,FALSE,Missingness
Q92879,CELF1,CUGBP Elav-like family member 1,TRUE,FALSE,Missingness
O95816,BAG2,BAG family molecular chaperone regulator 2,TRUE,FALSE,Missingness
Q5T6F2,UBAP2,Ubiquitin-associated protein 2,TRUE,FALSE,Missingness
P39210,MPV17,Protein Mpv17,TRUE,FALSE,Missingness
P07686,HEXB,Beta-hexosaminidase subunit beta,TRUE,FALSE,Missingness
Q9Y6Y8,SEC23IP,SEC23-interacting protein,TRUE,FALSE,Missingness
Q14696,MESD,LRP chaperone MESD,TRUE,FALSE,Missingness
O43374,RASA4,Ras GTPase-activating protein 4,TRUE,FALSE,Missingness
P15169,CPN1,Carboxypeptidase N catalytic chain,FALSE,FALSE,Contaminant
Q96I23,PYURF,"Protein preY, mitochondrial",TRUE,FALSE,Missingness
P62304,SNRPE,Small nuclear ribonucleoprotein E,TRUE,FALSE,Missingness
Q03169,TNFAIP2,Tumor necrosis factor alpha-induced protein 2,TRUE,FALSE,Missingness
P08174,CD55,Complement decay-accelerating factor,TRUE,FALSE,Missingness
Q9UDX3,SEC14L4,SEC14-like protein 4,FALSE,FALSE,Contaminant
O95376,ARIH2,E3 ubiquitin-protein ligase ARIH2,TRUE,FALSE,Missingness
Q8N129,CNPY4,Protein canopy homolog 4,TRUE,FALSE,Missingness
Q9Y2R5,MRPS17,"28S ribosomal protein S17, mitochondrial",TRUE,FALSE,Missingness
Q15031,LARS2,"Probable leucine--tRNA ligase, mitochondrial",TRUE,FALSE,Missingness
P39059,COL15A1,Collagen alpha-1(XV) chain,TRUE,FALSE,Missingness
P27487,DPP4,Dipeptidyl peptidase 4,TRUE,FALSE,Missingness
P52815,MRPL12,"39S ribosomal protein L12, mitochondrial",TRUE,FALSE,Missingness
Q8NC42,RNF149,E3 ubiquitin-protein ligase RNF149,TRUE,FALSE,Missingness
Q12841,FSTL1,Follistatin-related protein 1,TRUE,FALSE,Missingness
Q14116,IL18,Interleukin-18,TRUE,FALSE,Missingness
Q9BWM7,SFXN3,Sideroflexin-3,TRUE,FALSE,Missingness
Q9Y3C8,UFC1,Ubiquitin-fold modifier-conjugating enzyme 1,TRUE,FALSE,Missingness
Q8NBJ7,SUMF2,Inactive C-alpha-formylglycine-generating enzyme 2,TRUE,FALSE,Missingness
P00748,F12,Coagulation factor XII,FALSE,FALSE,Contaminant
Q13336,SLC14A1,Urea transporter 1,TRUE,FALSE,Missingness
Q63ZY3,KANK2,KN motif and ankyrin repeat domain-containing protein 2,TRUE,FALSE,Missingness
Q9H8S9,MOB1A,MOB kinase activator 1A,TRUE,FALSE,Missingness
P24158,PRTN3,Myeloblastin,FALSE,FALSE,Contaminant
P05164,MPO,Myeloperoxidase,TRUE,FALSE,Missingness
P33151,CDH5,Cadherin-5,TRUE,FALSE,Missingness
P04275,VWF,von Willebrand factor,TRUE,TRUE,Contaminant
Q96C19,EFHD2,EF-hand domain-containing protein D2,TRUE,FALSE,Missingness
P16455,MGMT,Methylated-DNA--protein-cysteine methyltransferase,TRUE,FALSE,Missingness
P20339,RAB5A,Ras-related protein Rab-5A,TRUE,FALSE,Missingness
Q9HAT2,SIAE,Sialate O-acetylesterase,TRUE,FALSE,Missingness
P0DOY3,IGLC3,Immunoglobulin lambda constant 3,TRUE,FALSE,Missingness
Q9H4G0,EPB41L1,Band 4.1-like protein 1,TRUE,FALSE,Missingness
P14780,MMP9,Matrix metalloproteinase-9,FALSE,FALSE,Contaminant
P16118,PFKFB1,"6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1",TRUE,FALSE,Missingness
Q15119,PDK2,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial",TRUE,FALSE,Missingness
P11234,RALB,Ras-related protein Ral-B,TRUE,FALSE,Missingness
P13535,MYH8,Myosin-8,TRUE,FALSE,Missingness
Q9H3Q1,CDC42EP4,Cdc42 effector protein 4,TRUE,FALSE,Missingness
P01880,IGHD,Immunoglobulin heavy constant delta,FALSE,FALSE,Contaminant
P48739,PITPNB,Phosphatidylinositol transfer protein beta isoform,TRUE,FALSE,Missingness
Q17R31,TATDN3,Putative deoxyribonuclease TATDN3,TRUE,FALSE,Missingness
Q99729,HNRNPAB,Heterogeneous nuclear ribonucleoprotein A/B,TRUE,FALSE,Missingness
O14735,CDIPT,CDP-diacylglycerol--inositol 3-phosphatidyltransferase,TRUE,FALSE,Missingness
P50135,HNMT,Histamine N-methyltransferase,TRUE,FALSE,Missingness
Q5VT66,MTARC1,Mitochondrial amidoxime-reducing component 1,TRUE,FALSE,Missingness
O14874,BCKDK,"[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial",TRUE,FALSE,Missingness
P47914,RPL29,60S ribosomal protein L29,TRUE,FALSE,Missingness
Q9Y624,F11R,Junctional adhesion molecule A,TRUE,FALSE,Missingness
Q9Y508,RNF114,E3 ubiquitin-protein ligase RNF114,TRUE,FALSE,Missingness
Q8WUY1,THEM6,Protein THEM6,TRUE,FALSE,Missingness
Q00341,HDLBP,Vigilin,TRUE,FALSE,Missingness
P51151,RAB9A,Ras-related protein Rab-9A,TRUE,FALSE,Missingness
O96008,TOMM40,Mitochondrial import receptor subunit TOM40 homolog,TRUE,FALSE,Missingness
Q8IZP0,ABI1,Abl interactor 1,TRUE,FALSE,Missingness
P79483,HLA-DRB3,"HLA class II histocompatibility antigen, DR beta 3 chain",FALSE,FALSE,Contaminant
Q86YJ6,THNSL2,Threonine synthase-like 2,TRUE,FALSE,Missingness
Q9UMR2,DDX19B,ATP-dependent RNA helicase DDX19B,TRUE,FALSE,Missingness
P35858,IGFALS,Insulin-like growth factor-binding protein complex acid labile subunit,FALSE,FALSE,Contaminant
Q96EL3,MRPL53,"39S ribosomal protein L53, mitochondrial",TRUE,FALSE,Missingness
Q96S52,PIGS,GPI transamidase component PIG-S,TRUE,FALSE,Missingness
Q27J81,INF2,Inverted formin-2,TRUE,FALSE,Missingness
Q8IUX7,AEBP1,Adipocyte enhancer-binding protein 1,TRUE,FALSE,Missingness
P46778,RPL21,60S ribosomal protein L21,TRUE,FALSE,Missingness
Q9P2R3,ANKFY1,Rabankyrin-5,TRUE,FALSE,Missingness
Q6YHK3,CD109,CD109 antigen,TRUE,FALSE,Missingness
P15586,GNS,N-acetylglucosamine-6-sulfatase,TRUE,FALSE,Missingness
P51178,PLCD1,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase delta-1",TRUE,FALSE,Missingness
Q8N465,D2HGDH,"D-2-hydroxyglutarate dehydrogenase, mitochondrial",TRUE,FALSE,Missingness
Q8NBN7,RDH13,Retinol dehydrogenase 13,TRUE,FALSE,Missingness
P21246,PTN,Pleiotrophin,TRUE,FALSE,Missingness
Q9BY49,PECR,Peroxisomal trans-2-enoyl-CoA reductase,TRUE,FALSE,Missingness
Q86UX2,ITIH5,Inter-alpha-trypsin inhibitor heavy chain H5,FALSE,FALSE,Contaminant
P04350,TUBB4A,Tubulin beta-4A chain,TRUE,FALSE,Missingness
Q8N0X4,CLYBL,"Citramalyl-CoA lyase, mitochondrial",TRUE,FALSE,Missingness
O15075,DCLK1,Serine/threonine-protein kinase DCLK1,TRUE,FALSE,Missingness
Q86Y82,STX12,Syntaxin-12,TRUE,FALSE,Missingness
P21283,ATP6V1C1,V-type proton ATPase subunit C 1,TRUE,FALSE,Missingness
P10176,COX8A,"Cytochrome c oxidase subunit 8A, mitochondrial",TRUE,FALSE,Missingness
P49459,UBE2A,Ubiquitin-conjugating enzyme E2 A,TRUE,FALSE,Missingness
A0A0A0MS15,IGHV3-49,Immunoglobulin heavy variable 3-49,FALSE,FALSE,Contaminant
Q13496,MTM1,Myotubularin,TRUE,FALSE,Missingness
Q9NNW7,TXNRD2,"Thioredoxin reductase 2, mitochondrial",TRUE,FALSE,Missingness
P17900,GM2A,Ganglioside GM2 activator,TRUE,FALSE,Missingness
P13637,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3,FALSE,FALSE,Contaminant
Q5SQH8,C6orf136,Uncharacterized protein C6orf136,TRUE,FALSE,Missingness
P62328,TMSB4X,Thymosin beta-4,TRUE,FALSE,Missingness
Q330K2,NDUFAF6,"NADH dehydrogenase (ubiquinone) complex I, assembly factor 6",TRUE,FALSE,Missingness
Q9H477,RBKS,Ribokinase,TRUE,FALSE,Missingness
Q16777,HIST2H2AC,Histone H2A type 2-C,FALSE,FALSE,Contaminant
Q9NSK7,C19orf12,Protein C19orf12,TRUE,FALSE,Missingness
Q9BPX6,MICU1,"Calcium uptake protein 1, mitochondrial",TRUE,FALSE,Missingness
O00154,ACOT7,Cytosolic acyl coenzyme A thioester hydrolase,TRUE,FALSE,Missingness
A0A075B6J9,IGLV2-18,Immunoglobulin lambda variable 2-18,FALSE,FALSE,Contaminant
Q96HY7,DHTKD1,"Probable 2-oxoglutarate dehydrogenase E1 component DHKTD1, mitochondrial",TRUE,FALSE,Missingness
Q7LBR1,CHMP1B,Charged multivesicular body protein 1b,TRUE,FALSE,Missingness
Q9P2X3,IMPACT,Protein IMPACT,TRUE,FALSE,Missingness
Q9C0C2,TNKS1BP1,182 kDa tankyrase-1-binding protein,TRUE,FALSE,Missingness
Q9Y3U8,RPL36,60S ribosomal protein L36,TRUE,FALSE,Missingness
Q05655,PRKCD,Protein kinase C delta type,TRUE,FALSE,Missingness
Q9H987,SYNPO2L,Synaptopodin 2-like protein,TRUE,FALSE,Missingness
P00533,EGFR,Epidermal growth factor receptor,TRUE,FALSE,Missingness
P46199,MTIF2,"Translation initiation factor IF-2, mitochondrial",TRUE,FALSE,Missingness
Q9H6K4,OPA3,Optic atrophy 3 protein,TRUE,FALSE,Missingness
Q9UPQ0,LIMCH1,LIM and calponin homology domains-containing protein 1,TRUE,FALSE,Missingness
P00742,F10,Coagulation factor X,TRUE,TRUE,Contaminant
Q9NZL4,HSPBP1,Hsp70-binding protein 1,TRUE,FALSE,Missingness
Q96RS6,NUDCD1,NudC domain-containing protein 1,TRUE,FALSE,Missingness
P39023,RPL3,60S ribosomal protein L3,TRUE,FALSE,Missingness
A1L4H1,SSC5D,Soluble scavenger receptor cysteine-rich domain-containing protein SSC5D,TRUE,FALSE,Missingness
Q86TP1,PRUNE1,Exopolyphosphatase PRUNE1,TRUE,FALSE,Missingness
Q6BCY4,CYB5R2,NADH-cytochrome b5 reductase 2,TRUE,FALSE,Missingness
P02538,KRT6A,"Keratin, type II cytoskeletal 6A",TRUE,FALSE,Missingness
P31994,FCGR2B,Low affinity immunoglobulin gamma Fc region receptor II-b,TRUE,FALSE,Missingness
Q9NVI7,ATAD3A,ATPase family AAA domain-containing protein 3A,TRUE,FALSE,Missingness
A1L0T0,ILVBL,Acetolactate synthase-like protein,TRUE,FALSE,Missingness
Q06033,ITIH3,Inter-alpha-trypsin inhibitor heavy chain H3,FALSE,TRUE,Contaminant
P49321,NASP,Nuclear autoantigenic sperm protein,TRUE,FALSE,Missingness
O94875,SORBS2,Sorbin and SH3 domain-containing protein 2,TRUE,FALSE,Missingness
Q6UWP2,DHRS11,Dehydrogenase/reductase SDR family member 11,TRUE,FALSE,Missingness
Q6P1A2,LPCAT3,Lysophospholipid acyltransferase 5,TRUE,FALSE,Missingness
O60237,PPP1R12B,Protein phosphatase 1 regulatory subunit 12B,TRUE,FALSE,Missingness
Q8N5X7,EIF4E3,Eukaryotic translation initiation factor 4E type 3,TRUE,FALSE,Missingness
Q02318,CYP27A1,"Sterol 26-hydroxylase, mitochondrial",TRUE,FALSE,Missingness
Q9BY32,ITPA,Inosine triphosphate pyrophosphatase,TRUE,FALSE,Missingness
A0A0A0MT89,IGKJ1,Immunoglobulin kappa joining 1,TRUE,FALSE,Missingness
Q53S33,BOLA3,BolA-like protein 3,TRUE,FALSE,Missingness
P53814,SMTN,Smoothelin,TRUE,FALSE,Missingness
Q14699,RFTN1,Raftlin,TRUE,FALSE,Missingness
Q49AH0,CDNF,Cerebral dopamine neurotrophic factor,TRUE,FALSE,Missingness
P49593,PPM1F,Protein phosphatase 1F,TRUE,FALSE,Missingness
Q9ULX7,CA14,Carbonic anhydrase 14,TRUE,FALSE,Missingness
P16144,ITGB4,Integrin beta-4,TRUE,FALSE,Missingness
Q5TGZ0,MICOS10,MICOS complex subunit MIC10,TRUE,FALSE,Missingness
Q05086,UBE3A,Ubiquitin-protein ligase E3A,TRUE,FALSE,Missingness
Q01628,IFITM3,Interferon-induced transmembrane protein 3,TRUE,FALSE,Missingness
Q9Y2T3,GDA,Guanine deaminase,TRUE,FALSE,Missingness
Q99523,SORT1,Sortilin,TRUE,FALSE,Missingness
P42785,PRCP,Lysosomal Pro-X carboxypeptidase,TRUE,FALSE,Missingness
Q5TC12,ATPAF1,ATP synthase mitochondrial F1 complex assembly factor 1,TRUE,FALSE,Missingness
Q6IPR1,ETFRF1,Electron transfer flavoprotein regulatory factor 1,TRUE,FALSE,Missingness
Q03591,CFHR1,Complement factor H-related protein 1,FALSE,FALSE,Contaminant
O60869,EDF1,Endothelial differentiation-related factor 1,TRUE,FALSE,Missingness
P49789,FHIT,Bis(5'-adenosyl)-triphosphatase,TRUE,FALSE,Missingness
O00170,AIP,AH receptor-interacting protein,TRUE,FALSE,Missingness
Q15113,PCOLCE,Procollagen C-endopeptidase enhancer 1,TRUE,FALSE,Missingness
Q9BYV7,BCO2,"Beta,beta-carotene 9',10'-oxygenase",TRUE,FALSE,Missingness
Q12906,ILF3,Interleukin enhancer-binding factor 3,TRUE,FALSE,Missingness
Q9UN86,G3BP2,Ras GTPase-activating protein-binding protein 2,TRUE,FALSE,Missingness
Q9NPA0,EMC7,ER membrane protein complex subunit 7,TRUE,FALSE,Missingness
A5D6W6,FITM1,Fat storage-inducing transmembrane protein 1,TRUE,FALSE,Missingness
Q9NRN7,AASDHPPT,L-aminoadipate-semialdehyde dehydrogenase-phosphopantetheinyl transferase,TRUE,FALSE,Missingness
Q7Z3B1,NEGR1,Neuronal growth regulator 1,TRUE,FALSE,Missingness
P32320,CDA,Cytidine deaminase,TRUE,FALSE,Missingness
A0A0B4J1V0,IGHV3-15,Immunoglobulin heavy variable 3-15,FALSE,FALSE,Contaminant
Q5RI15,COX20,"Cytochrome c oxidase assembly protein COX20, mitochondrial",TRUE,FALSE,Missingness
Q9BUK0,CHCHD7,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,TRUE,FALSE,Missingness
O43504,LAMTOR5,Ragulator complex protein LAMTOR5,TRUE,FALSE,Missingness
Q96BJ3,AIDA,"Axin interactor, dorsalization-associated protein",TRUE,FALSE,Missingness
Q13151,HNRNPA0,Heterogeneous nuclear ribonucleoprotein A0,TRUE,FALSE,Missingness
Q01844,EWSR1,RNA-binding protein EWS,TRUE,FALSE,Missingness
Q9NUP9,LIN7C,Protein lin-7 homolog C,TRUE,FALSE,Missingness
P53582,METAP1,Methionine aminopeptidase 1,TRUE,FALSE,Missingness
Q96PU8,QKI,Protein quaking,TRUE,FALSE,Missingness
Q14344,GNA13,Guanine nucleotide-binding protein subunit alpha-13,TRUE,FALSE,Missingness
Q13586,STIM1,Stromal interaction molecule 1,TRUE,FALSE,Missingness
Q14677,CLINT1,Clathrin interactor 1,TRUE,FALSE,Missingness
Q9Y617,PSAT1,Phosphoserine aminotransferase,FALSE,FALSE,Contaminant
Q15811,ITSN1,Intersectin-1,TRUE,FALSE,Missingness
P53680,AP2S1,AP-2 complex subunit sigma,TRUE,FALSE,Missingness
Q9NXJ5,PGPEP1,Pyroglutamyl-peptidase 1,TRUE,FALSE,Missingness
Q13936,CACNA1C,Voltage-dependent L-type calcium channel subunit alpha-1C,FALSE,FALSE,Contaminant
P04839,CYBB,Cytochrome b-245 heavy chain,TRUE,FALSE,Missingness
Q6QEF8,CORO6,Coronin-6,TRUE,FALSE,Missingness
Q9UEU0,VTI1B,Vesicle transport through interaction with t-SNAREs homolog 1B,TRUE,FALSE,Missingness
Q7Z7H5,TMED4,Transmembrane emp24 domain-containing protein 4,TRUE,FALSE,Missingness
P51571,SSR4,Translocon-associated protein subunit delta,TRUE,FALSE,Missingness
Q9Y6N1,COX11,"Cytochrome c oxidase assembly protein COX11, mitochondrial",TRUE,FALSE,Missingness
P20851,C4BPB,C4b-binding protein beta chain,FALSE,TRUE,Contaminant
P32455,GBP1,Guanylate-binding protein 1,TRUE,FALSE,Missingness
P62253,UBE2G1,Ubiquitin-conjugating enzyme E2 G1,TRUE,FALSE,Missingness
Q30154,HLA-DRB5,"HLA class II histocompatibility antigen, DR beta 5 chain",TRUE,FALSE,Missingness
P08648,ITGA5,Integrin alpha-5,TRUE,FALSE,Missingness
Q53H12,AGK,"Acylglycerol kinase, mitochondrial",TRUE,FALSE,Missingness
Q9Y3D9,MRPS23,"28S ribosomal protein S23, mitochondrial",TRUE,FALSE,Missingness
Q04941,PLP2,Proteolipid protein 2,TRUE,FALSE,Missingness
Q9H1C7,CYSTM1,Cysteine-rich and transmembrane domain-containing protein 1,TRUE,FALSE,Missingness
Q16222,UAP1,UDP-N-acetylhexosamine pyrophosphorylase,TRUE,FALSE,Missingness
O95278,EPM2A,Laforin,TRUE,FALSE,Missingness
O14498,ISLR,Immunoglobulin superfamily containing leucine-rich repeat protein,TRUE,FALSE,Missingness
Q15386,UBE3C,Ubiquitin-protein ligase E3C,TRUE,FALSE,Missingness
O14828,SCAMP3,Secretory carrier-associated membrane protein 3,TRUE,FALSE,Missingness
Q9Y3A6,TMED5,Transmembrane emp24 domain-containing protein 5,TRUE,FALSE,Missingness
P35221,CTNNA1,Catenin alpha-1,TRUE,FALSE,Missingness
Q687X5,STEAP4,Metalloreductase STEAP4,TRUE,FALSE,Missingness
P50583,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],TRUE,FALSE,Missingness
A5D8V6,VPS37C,Vacuolar protein sorting-associated protein 37C,TRUE,FALSE,Missingness
Q9Y276,BCS1L,Mitochondrial chaperone BCS1,TRUE,FALSE,Missingness
P50453,SERPINB9,Serpin B9,TRUE,FALSE,Missingness
Q92973,TNPO1,Transportin-1,TRUE,FALSE,Missingness
Q8TC44,POC1B,POC1 centriolar protein homolog B,TRUE,FALSE,Missingness
Q6P5Q4,LMOD2,Leiomodin-2,TRUE,FALSE,Missingness
Q969Q0,RPL36AL,60S ribosomal protein L36a-like,TRUE,FALSE,Missingness
Q9UNN5,FAF1,FAS-associated factor 1,TRUE,FALSE,Missingness
Q9ULZ3,PYCARD,Apoptosis-associated speck-like protein containing a CARD,TRUE,FALSE,Missingness
Q9BVJ7,DUSP23,Dual specificity protein phosphatase 23,TRUE,FALSE,Missingness
O75410,TACC1,Transforming acidic coiled-coil-containing protein 1,TRUE,FALSE,Missingness
P80723,BASP1,Brain acid soluble protein 1,TRUE,FALSE,Missingness
