Protein.Group,Protein.Names,Genes,First.Protein.Description,N.Sequences,N.Proteotypic.Sequences,CR006_T1,CR008_T1,CR009_T1,CR010_T1,CR015_T1,CR017_T1,CR018_T1,CR022_T1,CR072_T1,CR149_T1,CR163_T1,CR383_T1,CR006_T2,CR008_T2,CR009_T2,CR010_T2,CR015_T2,CR017_T2,CR018_T2,CR022_T2,CR072_T2,CR149_T2,CR163_T2,CR386_T2,PPS02,PPS28,PPS31,PPS32,PPS37,PPS40,PPS41,PPS44
Q8NB25,F184A_HUMAN,FAM184A,Protein FAM184A,1,1,8367030,54580100,8950430,103791000,16093900,24382200,26500800,,25623500,27299200,35904500,,,,140542000,20004700,69177600,99620100,59007000,4755360,60303300,48211800,99397500,120949000,23615000,12928700,13243900,6090560,4629230,,,24800600
Q8NBP7,PCSK9_HUMAN,PCSK9,Proprotein convertase subtilisin/kexin type 9,1,1,479321,,263159,183842,245382,,143682,164978,149549,235651,165428,412422,,,423564,312559,306741,156953,206576,141337,178664,167719,,174196,243385,228024,,204177,117095,184686,,214428
Q8NET5,NFAM1_HUMAN,NFAM1,NFAT activation molecule 1,1,1,11131600,3281610,3303460,1292430,5077840,3210970,5113840,5803470,5114980,4699170,3123060,4959250,10710200,1525690,10776000,4149080,12738400,5398270,7258050,2911530,5653290,5014770,3733150,3817920,3521580,484056,8238960,2240840,2890910,3488780,2448860,4446580
Q8NEZ4,KMT2C_HUMAN,KMT2C,Histone-lysine N-methyltransferase 2C,1,1,,1257030,,,,,,,1349990,,,17436500,43926700,41574100,,,4411400,,,,,,,2379170,,,,,,,19127800,5304890
Q8WVV4,POF1B_HUMAN,POF1B,Protein POF1B,1,1,,,,1373450,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q8WWZ8,OIT3_HUMAN,OIT3,Oncoprotein-induced transcript 3 protein,1,1,,,,,,,,,,208383,,,,,,,,,,,,,,,,,,,,,,
Q8WZ19,BACD1_HUMAN,KCTD13,BTB/POZ domain-containing adapter for CUL3-mediated RhoA degradation protein 1,1,1,4088320,2335930,5099340,2609250,4600340,3210000,4113780,,6206960,5158260,3382000,10509500,,7418900,2955470,,4039190,2325770,3367130,6555710,6700200,4647650,3570430,1374580,5720300,3640440,4574420,,,5059560,10633300,4050580
Q8WZ74,CTTB2_HUMAN,CTTNBP2,Cortactin-binding protein 2,1,1,,3600830,,3911700,665802,627151,1391340,,,,1766150,,,,2373200,,1870380,1789550,1431340,,,808985,1748990,879121,,,,,,,,
Q92496,FHR4_HUMAN,CFHR4,Complement factor H-related protein 4,4,4,8038580,5305090,13054100,10138700,17640200,8155180,9096270,5649330,6429170,5439140,19642400,4653080,,,13672100,11165400,16621800,8489920,9072020,6549640,5431180,5834610,22253900,10874700,15135900,11416300,6750470,7436960,25006400,4837240,6275780,5902470
Q92611,EDEM1_HUMAN,EDEM1,ER degradation-enhancing alpha-mannosidase-like protein 1,1,1,56304600,133374000,85902400,88922800,103792000,112866000,,60525700,,126879000,78995600,63897700,110890000,68830000,91970600,70812600,143730000,76012000,119286000,108709000,130480000,88039800,,,51473500,97980900,122444000,,,78594200,65740900,52145800
Q92783,STAM1_HUMAN,STAM,Signal transducing adapter molecule 1,1,1,127331,555715,,2659070,466028,74770,,325347,,,759367,,,2221560,1731620,,775820,3122200,3340950,,447348,,2089220,1401400,,,392235,,297618,,448552,966313
Q92820,GGH_HUMAN,GGH,Gamma-glutamyl hydrolase,4,4,168350,,227746,,,226307,,,232410,,122716,,,164794,175593,188882,,303219,,,,205449,,,234071,138871,,298952,145863,,160047,173855
Q92954,PRG4_HUMAN,PRG4,Proteoglycan 4,8,8,10344900,8000720,6656490,14161800,9794030,7895090,6879500,3255280,6754180,6269390,9504340,7679880,,3853410,7631380,8022850,11127200,10105500,6559070,4123470,11893200,4474280,11112900,6194360,6661220,4867220,9159340,5910310,8662280,9913010,5287090,11186600
Q969M1,TM40L_HUMAN,TOMM40L,Mitochondrial import receptor subunit TOM40B,1,1,10651800,6924530,,4072530,7740530,4799660,3609340,8774190,12998900,6168230,5972680,,,,5699000,6330790,4859550,4221640,4957770,10848400,15817600,8486060,3662730,10292000,9165280,8021890,5726340,8090880,6431320,11059700,,2986730
Q96BP3,PPWD1_HUMAN,PPWD1,Peptidylprolyl isomerase domain and WD repeat-containing protein 1,1,1,774544,879221,743457,689651,949119,773413,923298,1122170,1494860,714500,661240,258242,,,587005,513061,488135,1021420,775149,1077360,1290830,755858,830192,263540,1007040,893665,435817,,,1014530,,364051
Q96IY4,CBPB2_HUMAN,CPB2,Carboxypeptidase B2,9,9,29961100,27468700,36020300,33969700,29041500,24734600,29409900,28804100,28199100,28080200,32502000,33455400,24060700,28220400,31377900,32271700,26383900,24277900,30296500,32257800,32768500,29720500,31601500,26586800,22090500,39456100,35985900,33251600,23306300,37059000,33797600,33226100
Q96KN2,CNDP1_HUMAN,CNDP1,Beta-Ala-His dipeptidase,9,9,31144500,19375100,16471600,26598100,38874600,36181800,29989300,38080100,32869000,37310500,30129600,29462200,,11834900,20553100,23238300,35829200,32591800,29207500,42383500,36886900,30164600,39084400,20748200,18567500,22563400,31160800,28105900,44534500,10492500,12519600,26678200
Q96P63,SPB12_HUMAN,SERPINB12,Serpin B12,1,1,,,,3704650,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q96PD5,PGRP2_HUMAN,PGLYRP2,N-acetylmuramoyl-L-alanine amidase,11,11,161243000,104018000,136087000,124484000,114579000,163379000,101686000,131495000,122837000,99079600,132990000,136085000,76138300,74158700,121322000,99650000,136413000,167606000,118078000,116248000,160087000,108308000,126422000,116415000,96771300,141260000,108428000,136289000,133678000,149508000,58028900,80554000
Q99624,S38A3_HUMAN,SLC38A3,Sodium-coupled neutral amino acid transporter 3,1,1,,,,,,,,,,,,,,,,,,187391,,,,,,,,1300710,,,237722,,,
Q99784,NOE1_HUMAN,OLFM1,Noelin,1,1,289010,161253,373257,354669,,241131,,300248,227069,,203806,,,,288572,410019,,,,382339,343886,306575,194529,297130,150734,346002,425472,355553,496255,280244,,303168
Q9BT09,CNPY3_HUMAN,CNPY3,Protein canopy homolog 3,1,1,6923620,10802900,7324270,7186730,9290840,9749420,7701810,6397920,,13637300,7706300,3605920,,,8319320,,14474000,5899820,13882800,5751370,16118500,8702590,3588560,4688800,9005480,10353600,11937900,4641310,4588150,6909110,,3059390
Q9BWP8,COL11_HUMAN,COLEC11,Collectin-11,2,2,4047700,1898710,2056740,3136090,2858980,2569120,1985400,2673340,1348780,1393940,2015900,,4735520,,2311440,2872910,3303830,2093220,2284400,1656450,2261390,1743620,,1948170,1835010,2364080,2970750,2329760,2334880,1409620,,2970520
Q9BXR6,FHR5_HUMAN,CFHR5,Complement factor H-related protein 5,8,8,348019,556407,363146,486746,632820,1302370,186694,360341,573402,581226,889751,,,290647,412715,536043,449986,714853,318423,419352,465688,432462,1025510,354049,639441,571775,,714359,492719,445520,645791,543422
Q9GZV1,ANKR2_HUMAN,ANKRD2,Ankyrin repeat domain-containing protein 2,1,1,239675000,339894000,134715000,469951000,389151000,264496000,166563000,310804000,203273000,277404000,505530000,,149869000,354589000,340439000,203216000,643612000,196060000,345873000,252664000,225863000,213449000,214334000,191136000,102265000,198463000,227907000,187632000,186626000,442926000,115512000,105834000
Q9H098,F107B_HUMAN,FAM107B,Protein FAM107B,1,1,511365,,374897,,,,,430715,186235,215052,,,,,318069,499244,,,,590248,,,,587184,267574,510339,517554,742594,218440,449182,,497827
Q9H0Q0,CYRIA_HUMAN,CYRIA,CYFIP-related Rac1 interactor A,1,1,13065200,,11040900,8688940,10785100,9724030,9603580,,18049700,15820500,,14586200,25377300,25691000,11974900,18452600,8413950,14255200,7637540,10956900,,14531600,,,,13417400,,14148100,11861600,10054700,,13421000
Q9H0U4,RAB1B_HUMAN,RAB1B,Ras-related protein Rab-1B,1,1,,441595,,2012890,,,,,,776549,436549,,,,,1519980,,,157207,985969,,545296,,451806,476099,,1356550,225779,1653650,331114,,
Q9H1E1,RNAS7_HUMAN,RNASE7,Ribonuclease 7,1,1,,,,1594470,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9H488,OFUT1_HUMAN,POFUT1,GDP-fucose protein O-fucosyltransferase 1,1,1,,86992300,,,13593900,,,,,,,,,,30253700,,306193000,,,,,,,,,,,6073720,,,,
Q9H4B7,TBB1_HUMAN,TUBB1,Tubulin beta-1 chain,6,6,,534889,,395982,,276215,237669,,,438264,303234,221235,,,289015,871131,391792,,,335125,,275888,298313,292397,346545,,547563,197484,568473,214207,,
Q9H4G4,GAPR1_HUMAN,GLIPR2,Golgi-associated plant pathogenesis-related protein 1,1,1,,46168,35484,64567,,,,,36348,,,,,,41420,,60461,,,,,33545,39818,46545,,,61178,,48521,,,
Q9H4L4,SENP3_HUMAN,SENP3,Sentrin-specific protease 3,1,1,,,705481000,,223786000,,,393987000,294464000,,185799000,25902900,,,190697000,352678000,59620200,,,466840000,503671000,,209113000,,575717000,872025000,,,,,465830000,380503000
Q9H668,STN1_HUMAN,STN1,CST complex subunit STN1,2,2,,3483530,,5071350,,,,,,,,,,,6676720,,6440950,5387960,3988110,,,,3984620,4780690,,,,,,,,
Q9H8L6,MMRN2_HUMAN,MMRN2,Multimerin-2,1,1,118823,,97888,98394,,,97670,65400,79117,114225,91271,,,,,,,168922,,70739,,,,,,111864,65286,,42540,,,99518
Q9HBI1,PARVB_HUMAN,PARVB,Beta-parvin,1,1,,,,66579,,,,,,,39892,,,,,245853,,,,92195,,,,47291,,,151575,,197761,,,
Q9HDC9,APMAP_HUMAN,APMAP,Adipocyte plasma membrane-associated protein,8,8,549458,1340030,597470,2111830,391498,465355,1357690,947620,668505,170956,2053150,766242,,348022,543150,1049500,442153,526840,1455920,1237740,447827,304876,2093480,911130,542709,1932150,1613650,1106410,1260100,540686,,583573
Q9NPD5,SO1B3_HUMAN,SLCO1B3,Solute carrier organic anion transporter family member 1B3,1,1,2647440,4758160,2197910,6262170,2869450,2259270,5151750,3611130,2369040,4956410,5851530,1456390,,5739870,2016820,3211770,8427820,5498320,2154800,3061190,3502470,6130730,2304990,3054230,1866180,4002960,2530470,7014340,8529640,7232250,2058050,3635540
Q9NPH3,IL1AP_HUMAN,IL1RAP,Interleukin-1 receptor accessory protein,2,2,1332860,1127890,,,,,435284,,877336,635748,,,,,678637,2449880,,,,,959688,791154,,664670,583535,,677337,,315041,1158040,,
Q9NQ79,CRAC1_HUMAN,CRTAC1,Cartilage acidic protein 1,4,4,774966,596743,1064130,639794,573138,1002940,701878,311694,453758,685936,812168,,,,1267280,945180,457754,1115530,1110860,406666,636893,772644,846412,1321710,356947,561948,515011,597180,792480,1006440,,594960
Q9NQX6,ZN331_HUMAN,ZNF331,Zinc finger protein 331,1,1,786016000,,359487000,2691770000,769882000,,900028000,1032020000,823260000,1167940000,,1115500000,549369000,508434000,4371200000,551174000,2868470000,1766030000,3321960000,,1588840000,1827170000,2377250000,1886070000,828081000,165645000,1309330000,,,177623000,578333000,915004000
Q9NSB4,KRT82_HUMAN,KRT82,"Keratin, type II cuticular Hb2",1,1,10542200,17160200,14437100,26918100,16529000,14623500,15067000,17466300,23217700,5688120,20275200,11942400,,16441100,15649200,10289100,15606600,16953400,11984200,15660100,22646000,5972590,25204900,11941800,21621300,12316600,13705600,12408400,16327300,10843400,42324600,15923200
Q9NYW8,RBAK_HUMAN,RBAK,RB-associated KRAB zinc finger protein,1,1,1876640,8797120,,12222000,3205030,2180950,1382610,1368190,2195860,1191840,3329060,,,,19282200,1107410,8790270,10374700,8792810,,7369550,1941140,9509120,16410100,,545115,2520560,,719508,378447,,1179190
Q9NZH8,IL36G_HUMAN,IL36G,Interleukin-36 gamma,1,1,,,,174106,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9NZP8,C1RL_HUMAN,C1RL,Complement C1r subcomponent-like protein,2,2,6725850,2555420,,5976000,10043000,,,,5732840,8827950,,,,,9969890,5051260,10309100,9191380,7560810,3427990,7951570,5166330,6122090,7353540,5816870,2863500,4991060,5073440,4521040,6216310,,3199360
Q9NZT1,CALL5_HUMAN,CALML5,Calmodulin-like protein 5,4,4,,,,24091700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Q9P0X4,CAC1I_HUMAN,CACNA1I,Voltage-dependent T-type calcium channel subunit alpha-1I,1,1,156870,474046,,937770,,,296269,,457348,,214644,,,,1129690,,549000,757194,413861,,656706,459108,528461,1177290,415224,198574,,,,,,
Q9UGM5,FETUB_HUMAN,FETUB,Fetuin-B,5,5,28526900,18132500,35044500,16355700,25244400,55792700,26965100,22319700,37107700,27020100,28780400,38787100,23490800,17568200,29535700,31844800,30093400,46889800,25118800,27879200,30414200,25823300,29119700,21048800,41376100,26776100,14985300,35221200,20311700,29075000,13779500,29825300
Q9UGU0,TCF20_HUMAN,TCF20,Transcription factor 20,1,1,1736660,933938,2079560,1932490,3028380,3301110,1546520,2328470,2435370,1888830,1894200,,,,2366630,1554600,3091490,2318720,1353320,1570630,525414,2411050,2495330,646004,1813080,924333,1177790,1828870,1721770,2064220,,1313520
Q9UHG3,PCYOX_HUMAN,PCYOX1,Prenylcysteine oxidase 1,12,12,3112750,2104160,3026790,4478190,2595850,5788550,2326370,2351110,2485240,2568470,4610170,2297640,,2210810,2315270,4474710,3514370,5731080,2210870,1998470,3277190,2403190,3923040,2763610,2284100,4527610,2273790,4380650,2575810,2842510,1905710,4191080
Q9UIV8,SPB13_HUMAN,SERPINB13,Serpin B13,1,1,110208,264118,269450,444236,284591,350942,179127,135517,,411366,282684,309016,,,290788,133920,623316,257575,338719,258040,482207,319972,216782,187451,489742,387301,264388,164264,185284,327894,208091,96932
